City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
295,High Level,41,CA,2021-05-29 17:14:24,26,58.5169,-117.136,64.31,9.84
296,Kenai,90,US,2021-05-29 17:14:24,97,60.5544,-151.2583,47.03,8.05
297,Limulunga,0,ZM,2021-05-29 17:14:25,25,-15.0969,23.1376,64.4,3.51
298,Estevan,0,CA,2021-05-29 17:13:17,44,49.1334,-102.9842,62.94,12.84
299,Malartic,0,CA,2021-05-29 17:13:10,33,48.1335,-78.1328,55.02,6.38
300,Hashtrud,0,IR,2021-05-29 17:14:25,26,37.4779,47.0508,66.6,8.05
301,Egvekinot,61,RU,2021-05-29 17:12:39,63,66.3167,-179.1667,31.42,8.23
302,Garowe,75,SO,2021-05-29 17:14:26,43,8.4054,48.4845,85.68,16.37
303,Lavrentiya,12,RU,2021-05-29 17:14:26,85,65.5833,-171.0,28.72,11.43
304,Waingapu,95,ID,2021-05-29 17:14:27,86,-9.6567,120.2641,75.11,6.58
305,Zhigalovo,20,RU,2021-05-29 17:14:27,67,54.8097,105.1578,34.27,2.66
306,Ak-Dovurak,4,RU,2021-05-29 17:14:27,53,51.1833,90.6,45.36,1.66
307,Tura,27,IN,2021-05-29 17:14:28,67,25.5198,90.2201,79.5,2.84
308,Sicuani,80,PE,2021-05-29 17:14:28,32,-14.2694,-71.2261,59.09,7.72
309,Nemuro,84,JP,2021-05-29 17:14:28,97,43.3236,145.575,44.67,11.21
310,Grand Gaube,13,MU,2021-05-29 17:11:04,89,-20.0064,57.6608,77.4,1.99
311,Penzance,20,GB,2021-05-29 17:14:29,67,50.1186,-5.5371,65.41,8.05
312,Arlit,40,NE,2021-05-29 17:14:29,4,18.7369,7.3853,108.19,16.58
313,Kijang,53,KR,2021-05-29 17:14:30,69,35.2442,129.2139,62.33,4.16
314,Halifax,100,CA,2021-05-29 17:13:37,83,44.6453,-63.5724,48.09,5.01
315,Grand-Santi,98,GF,2021-05-29 17:14:30,93,4.25,-54.3833,79.79,2.26
316,Miri,98,MY,2021-05-29 17:14:31,87,4.4148,114.0089,78.31,3.42
317,Vostok,100,RU,2021-05-29 17:14:31,90,46.4856,135.8833,43.81,2.26
318,Micheweni,33,TZ,2021-05-29 17:14:31,79,-4.9667,39.8333,76.48,9.4
319,Qaqortoq,100,GL,2021-05-29 17:14:32,80,60.7167,-46.0333,45.1,7.54
320,Portland,20,US,2021-05-29 17:12:23,65,45.5234,-122.6762,65.88,1.99
321,Gushi,84,CN,2021-05-29 17:14:32,33,34.6425,109.5843,77.4,3.89
322,Sakakah,0,SA,2021-05-29 17:14:33,11,29.9697,40.2064,92.73,6.89
323,Aklavik,96,CA,2021-05-29 17:14:33,63,68.2191,-135.0107,33.66,9.91
324,Auki,100,SB,2021-05-29 17:14:33,91,-8.7676,160.7034,76.03,2.3
325,Riosucio,99,CO,2021-05-29 17:14:34,66,5.4216,-75.7032,68.43,2.53
326,Bay Roberts,58,CA,2021-05-29 17:14:34,48,47.5999,-53.2648,58.66,7.0
327,Lesogorsk,43,RU,2021-05-29 17:14:34,77,56.0458,99.5136,33.15,3.49
328,South Sioux City,40,US,2021-05-29 17:14:35,58,42.4739,-96.4136,56.55,5.01
329,Sao Joao Do Paraiso,92,BR,2021-05-29 17:14:35,26,-15.3136,-42.0144,86.2,4.63
330,Tasiilaq,100,GL,2021-05-29 17:12:00,96,65.6145,-37.6368,39.36,13.06
331,Chumikan,95,RU,2021-05-29 17:14:35,93,54.7183,135.315,35.08,4.88
332,Kokopo,99,PG,2021-05-29 17:14:36,88,-4.352,152.2633,77.61,11.77
333,Khandbari,79,NP,2021-05-29 17:14:36,88,27.3747,87.2039,72.37,1.74
334,Pisco,90,PE,2021-05-29 17:14:37,88,-13.7,-76.2167,66.02,8.05
335,San Patricio,100,US,2021-05-29 17:14:37,70,28.017,-97.5169,75.09,3.24
336,Foundiougne,1,SN,2021-05-29 17:14:37,15,14.1333,-16.4667,98.56,14.12
337,Mount Isa,0,AU,2021-05-29 17:14:38,33,-20.7333,139.5,58.77,8.05
338,Cherskiy,34,RU,2021-05-29 17:14:38,52,68.75,161.3,48.0,11.65
339,Stillwater,1,US,2021-05-29 17:11:48,68,36.1156,-97.0584,68.77,1.99
340,Kamaishi,58,JP,2021-05-29 17:14:38,86,39.2667,141.8833,56.46,5.75
341,Te Anau,100,NZ,2021-05-29 17:14:39,95,-45.4167,167.7167,45.81,7.78
342,Coahuayana,81,MX,2021-05-29 17:14:39,29,18.7333,-103.6833,94.48,6.71
343,Adrar,97,MR,2021-05-29 17:14:40,7,20.5022,-10.0711,109.44,14.23
344,Bayog,61,PH,2021-05-29 17:14:40,95,7.8667,123.0667,75.49,1.14
345,Dukat,98,RU,2021-05-29 17:14:40,94,62.55,155.55,27.81,5.55
346,Tezu,48,IN,2021-05-29 17:14:41,77,27.9167,96.1667,76.84,4.41
347,Poum,88,NC,2021-05-29 17:14:41,65,-20.2333,164.0167,70.9,20.2
348,Yerbogachen,68,RU,2021-05-29 17:13:51,81,61.2767,108.0108,37.76,5.7
349,Huanren,4,CN,2021-05-29 17:14:42,84,41.2647,125.3667,46.99,2.73
350,Pedernales,5,DO,2021-05-29 17:14:42,62,18.0384,-71.744,85.03,7.31
351,Batemans Bay,79,AU,2021-05-29 17:14:42,70,-35.7167,150.1833,51.91,9.53
352,Sitka,90,US,2021-05-29 17:14:43,71,57.0531,-135.33,49.89,8.05
353,Hammerfest,90,NO,2021-05-29 17:14:43,70,70.6634,23.6821,41.45,19.57
354,Praya,20,CV,2021-05-29 17:14:43,57,14.9215,-23.5087,79.34,24.16
355,The Valley,40,AI,2021-05-29 17:14:44,65,18.217,-63.0578,87.66,14.97
356,Cooma,42,AU,2021-05-29 17:14:44,94,-36.2333,149.1333,30.97,3.65
357,San Felipe,100,VE,2021-05-29 17:14:39,77,10.3399,-68.7425,80.19,0.96
358,Campo Maior,48,BR,2021-05-29 17:14:44,40,-4.8278,-42.1686,92.62,3.18
359,Vagamo,2,NO,2021-05-29 17:14:45,38,61.8751,9.0967,68.25,5.1
360,Zykovo,97,RU,2021-05-29 17:14:45,63,55.9519,93.1461,32.74,3.47
361,Najran,69,SA,2021-05-29 17:14:46,14,17.4924,44.1277,86.27,5.55
362,Martigues,0,FR,2021-05-29 17:13:06,36,43.4,5.05,84.29,15.28
363,Talovaya,93,RU,2021-05-29 17:14:46,90,51.1144,40.73,61.0,4.43
364,Xiuyan,1,CN,2021-05-29 17:14:47,82,40.2928,123.2744,51.71,1.66
365,Necochea,96,AR,2021-05-29 17:12:07,54,-38.5473,-58.7368,51.04,22.91
366,Kanigoro,72,ID,2021-05-29 17:14:47,94,-8.13,112.219,73.76,2.64
367,Margate,0,GB,2021-05-29 17:14:47,65,51.3813,1.3862,62.74,4.0
368,Galle,84,LK,2021-05-29 17:14:48,86,6.0367,80.217,80.31,13.58
369,Astoria,1,US,2021-05-29 17:13:27,72,46.1879,-123.8313,63.72,6.91
370,Ambilobe,43,MG,2021-05-29 17:14:48,81,-13.2,49.05,73.6,3.0
371,Sirjan,5,IR,2021-05-29 17:14:49,9,29.452,55.6814,82.87,6.22
372,San Andres,20,CO,2021-05-29 17:10:04,70,12.5847,-81.7006,87.82,13.8
373,Mitu,29,CO,2021-05-29 17:10:00,63,1.1983,-70.1733,86.18,2.71
374,Qasigiannguit,97,GL,2021-05-29 17:14:49,37,68.8193,-51.1922,61.05,21.3
375,Kuching,40,MY,2021-05-29 17:14:18,100,1.55,110.3333,75.42,2.3
376,Kaeo,44,NZ,2021-05-29 17:14:50,96,-35.1,173.7833,46.33,8.9
377,Fare,74,PF,2021-05-29 17:14:50,69,-16.7,-151.0167,79.39,5.68
378,Tateyama,31,JP,2021-05-29 17:14:51,86,34.9833,139.8667,69.03,14.29
379,Okakarara,1,NA,2021-05-29 17:14:51,23,-20.5833,17.4333,63.12,5.75
380,Trelew,0,AR,2021-05-29 17:14:51,34,-43.249,-65.3051,48.4,26.42
381,Bainbridge,1,US,2021-05-29 17:14:52,70,47.6262,-122.5212,62.76,1.01
382,Srednekolymsk,50,RU,2021-05-29 17:14:52,50,67.45,153.6833,47.86,9.57
383,Nybro,1,SE,2021-05-29 17:14:52,39,56.7446,15.9071,65.73,7.99
384,Serro,58,BR,2021-05-29 17:14:53,43,-18.6047,-43.3794,83.8,2.1
385,Rocha,63,UY,2021-05-29 17:12:06,63,-34.4833,-54.3333,52.74,18.66
386,Alice Springs,2,AU,2021-05-29 17:14:53,70,-23.7,133.8833,40.55,5.7
387,Leticia,40,CO,2021-05-29 17:14:54,66,-4.2153,-69.9406,89.65,4.61
388,Taoudenni,37,ML,2021-05-29 17:14:54,4,22.6783,-3.9836,114.24,21.16
389,College,75,US,2021-05-29 17:13:23,50,64.8569,-147.8028,44.01,14.97
390,Snezhnogorsk,91,RU,2021-05-29 17:14:55,63,69.1933,33.2531,37.18,16.46
391,Dingle,93,PH,2021-05-29 17:14:55,90,10.9995,122.6711,78.24,2.68
392,Acari,68,PE,2021-05-29 17:12:33,54,-15.4311,-74.6158,76.32,7.72
393,Puerto Escondido,75,MX,2021-05-29 17:14:55,66,15.85,-97.0667,86.83,10.36
394,Ijuin,100,JP,2021-05-29 17:14:56,80,31.6167,130.4,61.59,3.58
395,Cilegon,100,ID,2021-05-29 17:14:56,85,-6.0174,106.0538,75.09,6.62
396,Lujan,0,AR,2021-05-29 17:14:57,47,-34.5703,-59.105,56.21,13.91
397,Kiruna,47,SE,2021-05-29 17:14:57,46,67.8557,20.2251,49.12,11.5
398,Chegdomyn,99,RU,2021-05-29 17:14:57,93,51.1167,133.0167,47.08,1.57
399,Arauco,100,CL,2021-05-29 17:14:58,68,-37.2463,-73.3175,53.62,4.99
400,Kisangani,94,CD,2021-05-29 17:14:58,64,0.5167,25.2,79.59,1.23
401,Cocorit,37,MX,2021-05-29 17:14:58,19,27.5833,-109.9667,88.14,13.04
402,Borba,23,BR,2021-05-29 17:14:59,48,-4.3878,-59.5939,91.98,2.17
403,Bara,95,NG,2021-05-29 17:14:59,29,10.3744,10.7288,96.22,8.43
404,Axim,86,GH,2021-05-29 17:12:52,73,4.8699,-2.2405,83.68,10.09
405,Cabras,7,IT,2021-05-29 17:14:59,60,39.93,8.5314,77.92,10.65
406,Galich,100,RU,2021-05-29 17:15:00,80,58.3797,42.3475,48.52,11.03
407,Marfino,75,RU,2021-05-29 17:15:00,87,55.7028,37.3822,54.09,11.36
408,Biak,92,ID,2021-05-29 17:15:01,86,-0.9131,122.8766,76.69,5.08
409,Chara,45,RU,2021-05-29 17:15:01,69,56.9064,118.2631,47.01,2.8
410,Miracema Do Tocantins,14,BR,2021-05-29 17:15:01,31,-9.5618,-48.3967,93.24,2.95
411,Kudahuvadhoo,67,MV,2021-05-29 17:15:02,73,2.6708,72.8944,84.18,20.0
412,Las Colinas,100,PA,2021-05-29 17:15:02,91,8.55,-80.0833,79.74,1.48
413,Impfondo,100,CG,2021-05-29 17:15:03,91,1.6381,18.0667,74.66,1.21
414,Kitakata,97,JP,2021-05-29 17:15:04,88,37.65,139.8667,55.85,3.13
415,Maswa,98,TZ,2021-05-29 17:15:04,67,-2.6833,33.9833,72.36,0.78
416,Samarai,98,PG,2021-05-29 17:15:04,75,-10.6167,150.6667,77.95,12.28
417,Zhifang,95,CN,2021-05-29 17:15:05,88,30.35,114.3167,69.78,6.2
418,Bosaso,8,SO,2021-05-29 17:15:05,50,11.2842,49.1816,89.1,1.97
419,Terra Rica,93,BR,2021-05-29 17:15:05,30,-22.7094,-52.6169,89.44,17.0
420,Reconquista,0,AR,2021-05-29 17:15:06,29,-29.15,-59.65,70.16,13.13
421,Klaksvik,56,FO,2021-05-29 17:15:06,83,62.2266,-6.589,50.92,10.38
422,Villers-Les-Nancy,0,FR,2021-05-29 17:15:07,35,48.671,6.1508,68.9,12.66
423,Japura,99,ID,2021-05-29 17:15:07,92,-0.3167,102.35,75.88,2.77
424,Husavik,66,IS,2021-05-29 17:15:07,55,66.0449,-17.3389,58.91,13.24
425,Akranes,88,IS,2021-05-29 17:15:08,80,64.3218,-22.0749,48.76,28.5
426,Saint-Joseph,20,RE,2021-05-29 17:15:08,79,-21.3667,55.6167,70.16,5.57
427,Capinzal,42,BR,2021-05-29 17:15:08,81,-27.3436,-51.6119,71.35,7.7
428,Cozumel,40,MX,2021-05-29 17:15:09,73,20.5083,-86.9458,89.67,5.01
429,Cidreira,12,BR,2021-05-29 17:11:13,62,-30.1811,-50.2056,65.84,14.2
430,Ahipara,56,NZ,2021-05-29 17:15:09,78,-35.1667,173.1667,54.72,12.97
431,Winneba,100,GH,2021-05-29 17:15:09,73,5.3511,-0.6231,83.34,9.06
432,Bilma,15,NE,2021-05-29 17:15:10,6,18.6853,12.9164,100.78,2.04
433,Boyolangu,90,ID,2021-05-29 17:15:10,91,-8.1181,111.8935,75.88,2.57
434,Puerto Carreno,61,CO,2021-05-29 17:15:10,64,6.189,-67.4859,87.08,6.85
435,Port Shepstone,60,ZA,2021-05-29 17:15:11,63,-30.7414,30.455,65.73,2.39
436,Lerwick,11,GB,2021-05-29 17:15:11,79,60.1545,-1.1494,46.4,7.34
437,Guaymas,20,MX,2021-05-29 17:15:11,51,27.9333,-110.9,87.46,6.91
438,Dunmore Town,2,BS,2021-05-29 17:11:14,70,25.5,-76.65,78.17,10.76
439,Dunedin,100,NZ,2021-05-29 17:15:12,96,-45.8742,170.5036,49.8,1.01
440,Sorong,100,ID,2021-05-29 17:15:12,86,-0.8833,131.25,80.06,13.02
441,Ibra,32,OM,2021-05-29 17:15:13,37,22.6906,58.5334,89.11,7.52
442,Olafsvik,60,IS,2021-05-29 17:15:13,87,64.8945,-23.7142,46.29,25.14
443,Taltal,36,CL,2021-05-29 17:15:13,62,-25.4,-70.4833,69.73,4.79
444,Nelson Bay,99,AU,2021-05-29 17:15:14,73,-32.7167,152.15,53.01,20.85
445,Chimbote,99,PE,2021-05-29 17:14:55,84,-9.0853,-78.5783,67.62,8.52
446,Tchollire,89,CM,2021-05-29 17:15:14,46,8.4022,14.1698,86.68,1.21
447,Khanpur,49,PK,2021-05-29 17:15:15,16,28.6453,70.6567,103.32,8.01
448,Honiara,100,SB,2021-05-29 17:15:15,92,-9.4333,159.95,76.08,2.77
449,Riviere-Au-Renard,6,CA,2021-05-29 17:15:15,64,48.9957,-64.3971,53.89,13.09
450,Almaznyy,64,RU,2021-05-29 17:15:16,89,48.0448,40.045,78.94,7.49
451,Sorland,50,NO,2021-05-29 17:15:16,82,67.667,12.6934,44.78,8.95
452,Niamey,20,NE,2021-05-29 17:15:16,17,13.5137,2.1098,104.29,6.91
453,Contamana,100,PE,2021-05-29 17:15:17,44,-7.3333,-75.0167,91.98,2.51
454,Evensk,100,RU,2021-05-29 17:15:17,81,61.95,159.2333,39.63,3.69
455,Yalutorovsk,11,RU,2021-05-29 17:14:02,53,56.6536,66.3006,65.01,8.43
456,Oistins,20,BB,2021-05-29 17:15:18,51,13.0667,-59.5333,86.09,19.57
457,Kichmengskiy Gorodok,100,RU,2021-05-29 17:15:18,78,59.9816,45.7854,45.3,8.79
458,San Vicente De Canete,14,PE,2021-05-29 17:15:18,75,-13.0751,-76.3835,68.92,6.96
459,Deniliquin,0,AU,2021-05-29 17:15:19,87,-35.5333,144.9667,39.99,3.11
460,Omboue,91,GA,2021-05-29 17:15:19,87,-1.5746,9.2618,78.28,6.98
461,Nagato,45,JP,2021-05-29 17:15:19,64,34.3833,131.2,61.97,3.22
462,San Cristobal,62,VE,2021-05-29 17:14:00,76,7.7669,-72.225,71.78,5.21
463,Barcelos,1,PT,2021-05-29 17:15:20,62,41.5388,-8.6151,82.29,10.04
464,Port Hawkesbury,100,CA,2021-05-29 17:14:06,50,45.6169,-61.3485,53.87,4.0
465,Daru,96,PG,2021-05-29 17:15:20,73,-9.0763,143.2092,76.75,12.35
466,Tessalit,58,ML,2021-05-29 17:15:21,4,20.1986,1.0114,107.55,14.43
467,Namatanai,100,PG,2021-05-29 17:12:43,84,-3.6667,152.4333,79.61,6.85
468,Sobolevo,94,RU,2021-05-29 17:15:21,82,54.4299,31.8996,55.38,7.25
469,Isangel,77,VU,2021-05-29 17:15:21,68,-19.55,169.2667,70.34,2.84
470,Diamantino,21,BR,2021-05-29 17:15:22,26,-14.4086,-56.4461,92.86,8.77
471,Pizarro,47,CO,2021-05-29 17:15:22,79,4.9533,-77.366,81.45,6.24
472,Bafoulabe,6,ML,2021-05-29 17:15:22,12,13.8065,-10.8321,107.55,2.28
473,Jerez,72,GT,2021-05-29 17:15:23,54,14.1,-89.75,84.06,1.59
474,Petatlan,70,MX,2021-05-29 17:15:23,44,17.5167,-101.2667,89.4,7.74
475,Praia Da Vitoria,40,PT,2021-05-29 17:15:23,68,38.7333,-27.0667,70.05,8.52
476,Port Pirie,0,AU,2021-05-29 17:15:24,54,-33.1833,138.0167,37.49,8.34
477,Port Arthur,0,CN,2021-05-29 17:15:24,77,38.8,121.2667,53.82,9.24
478,Bathsheba,20,BB,2021-05-29 17:15:24,51,13.2167,-59.5167,86.61,16.69
479,Goderich,31,CA,2021-05-29 17:15:25,29,43.7501,-81.7165,61.03,12.66
480,Coreau,53,BR,2021-05-29 17:15:25,54,-3.5333,-40.6567,87.37,5.28
481,Ust-Kuyga,7,RU,2021-05-29 17:15:25,58,70.0167,135.6,47.77,8.39
482,Miragoane,3,HT,2021-05-29 17:15:26,62,18.4423,-73.0876,83.75,2.37
483,Alta Floresta,11,BR,2021-05-29 17:15:26,43,-9.8756,-56.0861,86.74,3.56
484,Ulaangom,80,MN,2021-05-29 17:12:05,38,49.9811,92.0667,50.27,10.63
485,Valparaiso,0,CL,2021-05-29 17:15:27,59,-33.0393,-71.6273,68.23,6.91
486,Osijek,0,HR,2021-05-29 17:15:27,52,45.5511,18.6939,66.22,7.56
487,Half Moon Bay,40,US,2021-05-29 17:15:27,84,37.4636,-122.4286,65.91,9.22
488,Sotnikovo,81,RU,2021-05-29 17:15:28,75,51.8845,107.4791,39.29,6.71
489,Coruripe,53,BR,2021-05-29 17:11:21,59,-10.1256,-36.1756,81.81,10.29
490,Rantepao,63,ID,2021-05-29 17:15:28,98,-2.9701,119.8978,66.72,2.28
491,Rabo De Peixe,40,PT,2021-05-29 17:15:28,64,37.8,-25.5833,67.51,4.76
492,Oriximina,98,BR,2021-05-29 17:10:39,71,-1.7656,-55.8661,82.22,3.0
493,Mbandaka,96,CD,2021-05-29 17:15:29,81,0.0487,18.2603,76.73,5.14
494,Rundu,1,NA,2021-05-29 17:15:29,21,-17.9333,19.7667,65.26,3.89
495,Torbay,75,CA,2021-05-29 17:15:30,61,47.6666,-52.7314,56.28,16.11
496,Natal,40,BR,2021-05-29 17:14:14,54,-5.795,-35.2094,86.65,15.7
497,Boa Vista,75,BR,2021-05-29 17:15:30,58,2.8197,-60.6733,87.78,9.22
498,Yar-Sale,100,RU,2021-05-29 17:15:30,92,66.8333,70.8333,49.75,14.85
499,Asfi,93,MA,2021-05-29 17:15:31,70,32.2994,-9.2372,71.96,16.22
500,Polohy,55,UA,2021-05-29 17:15:31,93,47.4844,36.2536,62.83,7.63
501,Firminopolis,89,BR,2021-05-29 17:15:31,32,-16.5819,-50.305,87.55,7.58
502,Vila Franca Do Campo,74,PT,2021-05-29 17:15:32,71,37.7167,-25.4333,68.41,2.71
503,Santa Cruz Del Norte,2,CU,2021-05-29 17:15:32,61,23.1539,-81.9236,90.21,9.44
504,Sajanan,99,TN,2021-05-29 17:15:32,71,37.0573,9.2426,71.87,11.12
505,La Romana,33,DO,2021-05-29 17:15:33,63,18.4273,-68.9728,84.31,11.81
506,Cordoba,0,AR,2021-05-29 17:11:09,26,-31.4135,-64.1811,65.75,7.0
507,The Pas,90,CA,2021-05-29 17:15:33,66,53.8251,-101.2541,53.62,15.64
508,San Carlos De Bariloche,75,AR,2021-05-29 17:14:03,65,-41.1456,-71.3082,40.75,11.77
509,Anshun,100,CN,2021-05-29 17:15:34,93,26.25,105.9333,59.59,5.28
510,Tazovskiy,62,RU,2021-05-29 17:12:46,62,67.4667,78.7,39.88,15.37
511,Port Augusta,0,AU,2021-05-29 17:15:34,55,-32.5,137.7667,41.7,6.87
512,Saint-Ambroise,2,CA,2021-05-29 17:15:35,28,48.5501,-71.3324,57.58,3.65
513,Atambua,60,ID,2021-05-29 17:15:35,87,-9.1061,124.8925,70.43,4.94
514,Sovetskiy,82,RU,2021-05-29 17:15:35,84,61.3614,63.5842,58.96,5.23
515,Okhotsk,100,RU,2021-05-29 17:13:27,92,59.3833,143.3,35.53,10.56
516,Badulla,84,LK,2021-05-29 17:15:36,83,6.9895,81.0557,70.65,5.03
517,Mogadishu,51,SO,2021-05-29 17:11:38,84,2.0371,45.3438,78.6,14.2
518,Sabang,100,ID,2021-05-29 17:15:36,74,5.8933,95.3214,83.35,9.55
519,Kampot,14,KH,2021-05-29 17:15:36,85,10.6167,104.1833,80.65,5.79
520,Mglin,83,RU,2021-05-29 17:15:37,87,53.0591,32.8475,53.04,12.15
521,Kargopol,67,RU,2021-05-29 17:15:37,61,61.5071,38.9456,43.66,6.2
522,Eskil,28,TR,2021-05-29 17:15:37,42,38.4017,33.4131,65.73,12.84
523,Ixtapa,1,MX,2021-05-29 17:15:38,62,20.7,-105.2,85.23,4.61
524,Lindon,1,US,2021-05-29 17:14:38,27,40.3433,-111.7208,74.01,1.01
525,Shelbyville,90,US,2021-05-29 17:13:07,64,35.4834,-86.4603,62.42,3.0
526,Saint Anthony,1,US,2021-05-29 17:15:39,41,45.0205,-93.218,62.74,4.0
527,Barra Do Garcas,0,BR,2021-05-29 17:15:39,38,-15.89,-52.2567,91.98,4.88
528,Monroe,75,US,2021-05-29 17:15:39,62,43.1501,-77.6831,55.72,18.41
529,Sangar,85,RU,2021-05-29 17:15:40,60,63.9242,127.4739,50.23,7.56
530,Craig,1,US,2021-05-29 17:10:46,20,40.5153,-107.5464,72.36,0.0
531,Doctor Juan Leon Mallorquin,46,PY,2021-05-29 17:15:40,54,-25.4,-55.2667,80.33,4.79
532,Luang Prabang,86,LA,2021-05-29 17:15:41,92,19.8856,102.1347,76.08,2.51
533,Lata,0,PT,2021-05-29 17:15:41,54,40.1629,-8.3327,82.04,8.34
534,Gizo,100,SB,2021-05-29 17:15:41,92,-8.103,156.8419,76.35,1.95
535,Izberbash,63,RU,2021-05-29 17:15:42,72,42.5696,47.8645,69.85,1.92
536,Road Town,20,VG,2021-05-29 17:15:43,66,18.4167,-64.6167,86.09,9.22
537,Melilla,20,ES,2021-05-29 17:15:43,77,35.2937,-2.9383,73.6,6.91
538,Bucerias,1,MX,2021-05-29 17:15:43,62,20.75,-105.3333,85.98,6.4
539,Charters Towers,3,AU,2021-05-29 17:15:44,85,-20.1,146.2667,55.09,5.99
540,Ilhabela,33,BR,2021-05-29 17:15:44,52,-23.7781,-45.3581,87.66,5.14
541,Iracoubo,88,GF,2021-05-29 17:15:44,79,5.4802,-53.2011,81.19,9.35
542,Matara,83,LK,2021-05-29 17:15:45,89,5.9485,80.5353,78.75,11.95
543,Dakar,0,SN,2021-05-29 17:15:45,78,14.6937,-17.4441,81.48,16.11
544,Havre,0,FR,2021-05-29 17:15:45,63,49.5833,0.3333,70.23,12.17
545,Medicine Hat,92,CA,2021-05-29 17:13:36,42,50.0501,-110.6683,62.22,5.01
546,Juba,66,SS,2021-05-29 17:15:46,68,4.8517,31.5825,78.67,3.09
547,Cockburn Town,40,TC,2021-05-29 17:15:46,69,21.4612,-71.1419,82.36,9.22
548,North Bend,1,US,2021-05-29 17:13:36,73,43.4065,-124.2243,65.25,6.91
549,Ostersund,20,SE,2021-05-29 17:15:47,41,63.1792,14.6357,62.62,11.5
550,Jiayuguan,36,CN,2021-05-29 17:15:47,28,39.8167,98.3,67.71,4.59
551,Padang,100,ID,2021-05-29 17:11:21,76,-0.9492,100.3543,78.44,3.87
552,Grindavik,90,IS,2021-05-29 17:13:55,81,63.8424,-22.4338,48.67,28.95
553,Chebsara,100,RU,2021-05-29 17:15:48,58,59.2002,38.8356,49.33,10.49
554,Preobrazheniye,100,RU,2021-05-29 17:10:54,96,42.9019,133.9064,47.71,2.35
